CID100000137	CID000000137	C0870082	LLT	C0870082	Hyperkeratosis
CID100000137	CID000000137	C0870082	PT	C0870082	Hyperkeratosis
CID100000137	CID000000137	C0920193	LLT	C0920193	Photodermatosis
CID100000137	CID000000137	C0920193	PT	C0920193	Photodermatosis
CID100000137	CID000000137	C1527311	LLT	C1527311	Brain oedema
CID100000137	CID000000137	C1527311	PT	C1527311	Brain oedema
CID100000137	CID000000137	C1698818	LLT	C1698818	Photodamaged skin
CID100000137	CID000000137	C1698818	PT	C0920193	Photodermatosis
CID100000137	CID000000137	C2939147	LLT	C2939147	Feeling hot
CID100000137	CID000000137	C2939147	PT	C2939147	Feeling hot
CID100000143	CID000000143	C0002170	LLT	C0002170	Alopecia
CID100000143	CID000000143	C0002170	PT	C0002170	Alopecia
CID100000143	CID000000143	C0003123	LLT	C0003123	Anorexia
CID100000143	CID000000143	C0003123	PT	C0232462	Decreased appetite
CID100000143	CID000000143	C0009450	LLT	C0009450	Infection
CID100000143	CID000000143	C0009450	PT	C0009450	Infection
CID100000143	CID000000143	C0009806	LLT	C0009806	Constipation
CID100000143	CID000000143	C0009806	PT	C0009806	Constipation
CID100000143	CID000000143	C0011603	LLT	C0011603	Dermatitis
CID100000143	CID000000143	C0011603	PT	C0011603	Dermatitis
CID100000143	CID000000143	C0011991	LLT	C0011991	Diarrhoea
CID100000143	CID000000143	C0011991	PT	C0011991	Diarrhoea
CID100000143	CID000000143	C0015230	LLT	C0015230	Rash
CID100000143	CID000000143	C0015230	PT	C0015230	Rash
CID100000143	CID000000143	C0015230	PT	C0011603	Dermatitis
CID100000143	CID000000143	C0015376	LLT	C0015376	Extravasation
CID100000143	CID000000143	C0015376	PT	C0015376	Extravasation
CID100000143	CID000000143	C0015672	LLT	C0015672	Fatigue
CID100000143	CID000000143	C0015672	PT	C0015672	Fatigue
CID100000143	CID000000143	C0015672	PT	C0004093	Asthenia
CID100000143	CID000000143	C0020517	LLT	C0020517	Hypersensitivity
CID100000143	CID000000143	C0020517	PT	C0020517	Hypersensitivity
CID100000143	CID000000143	C0023380	LLT	C0023380	Lethargy
CID100000143	CID000000143	C0023380	PT	C0023380	Lethargy
CID100000143	CID000000143	C0023530	LLT	C0023530	Leukopenia
CID100000143	CID000000143	C0023530	PT	C0023530	Leukopenia
CID100000143	CID000000143	C0027497	LLT	C0027497	Nausea
CID100000143	CID000000143	C0027497	PT	C0027497	Nausea
CID100000143	CID000000143	C0033774	LLT	C0033774	Pruritus
CID100000143	CID000000143	C0033774	PT	C0033774	Pruritus
CID100000143	CID000000143	C0036572	LLT	C0036572	Convulsion
CID100000143	CID000000143	C0036572	PT	C0036572	Convulsion
CID100000143	CID000000143	C0038362	LLT	C0038362	Stomatitis
CID100000143	CID000000143	C0038362	PT	C0038362	Stomatitis
CID100000143	CID000000143	C0040034	LLT	C0040034	Thrombocytopenia
CID100000143	CID000000143	C0040034	PT	C0040034	Thrombocytopenia
CID100000143	CID000000143	C0041834	LLT	C0041834	Erythema
CID100000143	CID000000143	C0041834	PT	C0041834	Erythema
CID100000143	CID000000143	C0042109	LLT	C0042109	Urticaria
CID100000143	CID000000143	C0042109	PT	C0042109	Urticaria
CID100000143	CID000000143	C0042963	LLT	C0042963	Vomiting
CID100000143	CID000000143	C0042963	PT	C0042963	Vomiting
CID100000143	CID000000143	C0043144	LLT	C0043144	Wheezing
CID100000143	CID000000143	C0043144	PT	C0043144	Wheezing
CID100000143	CID000000143	C0231218	LLT	C0231218	Malaise
CID100000143	CID000000143	C0231218	PT	C0231218	Malaise
CID100000143	CID000000143	C0231218	PT	C0234215	Discomfort
CID100000143	CID000000143	C0231218	PT	C1443060	Feeling abnormal
CID100000143	CID000000143	C0231218	PT	C2047937	Ill-defined disorder
CID100000143	CID000000143	C0340865	LLT	C0340865	Anaphylactoid reaction
CID100000143	CID000000143	C0340865	PT	C0002792	Anaphylactic shock
CID100000143	CID000000143	C0340865	PT	C0340865	Anaphylactoid reaction
CID100000143	CID000000143	C0700225	LLT	C0700225	Serum creatinine increased
CID100000143	CID000000143	C0700225	PT	C0235431	Blood creatinine increased
CID100000143	CID000000143	C0746883	LLT	C0746883	Febrile neutropenia
CID100000143	CID000000143	C0746883	PT	C0746883	Febrile neutropenia
CID100000143	CID000000143	C1325847	LLT	C1325847	Sensitisation
CID100000143	CID000000143	C1325847	PT	C1325847	Sensitisation
CID100000143	CID000000143	C2609414	LLT	C2609414	Acute kidney injury
CID100000143	CID000000143	C2609414	PT	C0022660	Renal failure acute
CID100000143	CID000006006	C0002170	LLT	C0002170	Alopecia
CID100000143	CID000006006	C0002170	PT	C0002170	Alopecia
CID100000143	CID000006006	C0003123	LLT	C0003123	Anorexia
CID100000143	CID000006006	C0003123	PT	C0232462	Decreased appetite
CID100000143	CID000006006	C0009450	LLT	C0009450	Infection
CID100000143	CID000006006	C0009450	PT	C0009450	Infection
CID100000143	CID000006006	C0009806	LLT	C0009806	Constipation
CID100000143	CID000006006	C0009806	PT	C0009806	Constipation
CID100000143	CID000006006	C0011603	LLT	C0011603	Dermatitis
CID100000143	CID000006006	C0011603	PT	C0011603	Dermatitis
CID100000143	CID000006006	C0011991	LLT	C0011991	Diarrhoea
CID100000143	CID000006006	C0011991	PT	C0011991	Diarrhoea
CID100000143	CID000006006	C0015672	LLT	C0015672	Fatigue
CID100000143	CID000006006	C0015672	PT	C0015672	Fatigue
CID100000143	CID000006006	C0015672	PT	C0004093	Asthenia
CID100000143	CID000006006	C0015967	LLT	C0015967	Body temperature increased
CID100000143	CID000006006	C0015967	PT	C0015967	Body temperature increased
CID100000143	CID000006006	C0020517	LLT	C0020517	Hypersensitivity
CID100000143	CID000006006	C0020517	PT	C0020517	Hypersensitivity
CID100000143	CID000006006	C0023380	LLT	C0023380	Lethargy
CID100000143	CID000006006	C0023380	PT	C0023380	Lethargy
CID100000143	CID000006006	C0023530	LLT	C0023530	Leukopenia
CID100000143	CID000006006	C0023530	PT	C0023530	Leukopenia
CID100000143	CID000006006	C0027497	LLT	C0027497	Nausea
CID100000143	CID000006006	C0027497	PT	C0027497	Nausea
CID100000143	CID000006006	C0036572	LLT	C0036572	Convulsion
CID100000143	CID000006006	C0036572	PT	C0036572	Convulsion
CID100000143	CID000006006	C0038362	LLT	C0038362	Stomatitis
CID100000143	CID000006006	C0038362	PT	C0038362	Stomatitis
CID100000143	CID000006006	C0039070	LLT	C0039070	Syncope
CID100000143	CID000006006	C0039070	PT	C0012833	Dizziness
CID100000143	CID000006006	C0039070	PT	C0041657	Loss of consciousness
CID100000143	CID000006006	C0039070	PT	C0036974	Shock
CID100000143	CID000006006	C0039070	PT	C0039070	Syncope
CID100000143	CID000006006	C0040034	LLT	C0040034	Thrombocytopenia
CID100000143	CID000006006	C0040034	PT	C0040034	Thrombocytopenia
CID100000143	CID000006006	C0042109	LLT	C0042109	Urticaria
CID100000143	CID000006006	C0042109	PT	C0042109	Urticaria
CID100000143	CID000006006	C0042963	LLT	C0042963	Vomiting
CID100000143	CID000006006	C0042963	PT	C0042963	Vomiting
CID100000143	CID000006006	C0231218	LLT	C0231218	Malaise
CID100000143	CID000006006	C0231218	PT	C0231218	Malaise
CID100000143	CID000006006	C0231218	PT	C0234215	Discomfort
CID100000143	CID000006006	C0231218	PT	C1443060	Feeling abnormal
CID100000143	CID000006006	C0231218	PT	C2047937	Ill-defined disorder
